Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Type,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Type,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Type,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade
Savanna Brakus,sbr3123@lionstate.edu,21,60031,8307953481,M,Gurnee,Illinois,krp1pkam,8378 West Pulaski Ave. ,STAT,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,93.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,85.0,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,62.0
Lolita Moore,lmo4016@lionstate.edu,20,30513,2716673702,F,Blue Ridge,Georgia,0djua4jk,453 North Elm Dr. ,CHEM,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,66.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,69.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,83.0
Maritza McKenzie,mmc7342@lionstate.edu,19,90605,4257024505,M,Whittier,California,yh7imzim,55 Hall St. ,ECON,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,64.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,68.0,DS220,Data Modelling,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,78.0
Sammy Douglas V,sdo3750@lionstate.edu,22,47725,1048154077,F,Evansville,Indiana,mmw3lwvp,780 East Redwood Drive ,MATH,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,,,,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,100.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,1.0,Closed book exam for 100 marks,95.0
Marta Zieme DDS,mzi8291@lionstate.edu,22,95660,9378580824,M,North Highlands,California,ntwa6o22,4 Old Academy Drive ,CMPSC,CHEM110,Environmental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,73.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,97.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,98.0
Mrs. Oma Veum,mom6938@lionstate.edu,21,85009,6641556204,F,Phoenix,Arizona,uhxeokud,119 Harvey Street ,MATH,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,61.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,72.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,94.0
Marco Schaefer,msc9287@lionstate.edu,18,86545,4559956078,M,Rock Point,Arizona,yxwumm5l,55 Hall St. ,DS,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,81.0,STAT414,Introduction to Probability Theory,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,,,,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,88.0
Wilson Runte,wru8295@lionstate.edu,18,47201,4283274867,M,Columbus,Indiana,whmc8nsh,26 Johnson St. ,ECON,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,79.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,87.0,CMPEN362,Communication Networks,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,77.0
Odessa Upton,oup4229@lionstate.edu,22,90704,4639285087,F,Avalon,California,9oes49js,8687 N. Sleepy Hollow Court ,CHEM,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,84.0,CMPSC221,OOP with Web Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,67.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,73.0
Melyna Lindgren,mli2334@lionstate.edu,19,32003,9979973361,F,Fleming Island,Florida,1zvudew1,8378 West Pulaski Ave. ,CMPSC,DS220,Data Modelling,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,86.0,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,82.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,85.0
Leon Hettinger,lhe3112@lionstate.edu,19,30802,1182771078,M,Appling,Georgia,tgsfcg7u,8687 N. Sleepy Hollow Court ,MATH,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,74.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,94.0,MATH140,Calculus with Analytic Geometry,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,93.0
Retha Schamberger,rsc9635@lionstate.edu,22,61928,2614023020,F,Gays,Illinois,e1lek9bw,185 E. Trenton Street ,MATH,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,77.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,97.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,91.0
Mr. Brionna Padberg,mbr9751@lionstate.edu,22,50428,4112460267,M,Clear Lake,Iowa,yppqbd8m,860 Wakehurst Dr. ,CSE,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,77.0,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,87.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,87.0
Myrtie Hilpert,mhi9404@lionstate.edu,21,72367,4646400043,F,Mellwood,Arkansas,z0ak5f78,336 Myrtle Street ,EE,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,63.0,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,96.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,61.0
Shayna Greenfelder V,sgr1450@lionstate.edu,18,93616,9742430924,F,Del Rey,California,xpddtqtt,83 Corona Street ,CHEM,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,79.0,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,65.0,CMPSC131,Programming and Computation,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,61.0
Susanna Lueilwitz,slu4029@lionstate.edu,22,33974,6325241209,M,Lehigh Acres,Florida,vjp9fvw3,7195 North Canterbury Circle ,IST,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,73.0,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,67.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,94.0
Tanya Zulauf,tzu3964@lionstate.edu,19,66516,4968352719,M,Netawaka,Kansas,z8brxxr2,9498 Newport Ave. ,MATH,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,97.0,CMPSC131,Programming and Computation,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,92.0,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,80.0
Beau Krajcik,bkr1614@lionstate.edu,21,31217,3238095802,F,Macon,Georgia,fv67v7ud,780 East Redwood Drive ,CMPEN,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,71.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,,,,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,60.0
Aurelia Ferry,afe9226@lionstate.edu,22,46785,3262753236,M,Saint Joe,Indiana,u9sweo7t,78 South Brewery Ave. ,CHEM,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,95.0,1.0,Closed book exam for 100 marks,97.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,93.0,MATH231,Vector Calculus,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,66.0
Asa Tromp,atr7724@lionstate.edu,19,83833,1167771547,F,Harrison,Idaho,rpc0ecr4,9420 Tallwood Street ,EE,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,70.0,STAT414,Introduction to Probability Theory,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,,,,CMPSC475,Applications Programming,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,92.0
Bailee Bernhard,bbe1971@lionstate.edu,19,50655,7057241900,M,Maynard,Iowa,2z5x0wq9,8985 Cambridge Ave. ,IST,CMPEN441,Operating Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,61.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,99.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,81.0
Axel Blanda,abl5494@lionstate.edu,18,90803,1887162616,F,Long Beach,California,ymt3iyum,655 East Branch Dr. ,MATH,DS220,Data Modelling,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,70.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,67.0,CMPSC132,Programming and Computation II,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,99.0
Arturo Schoen,asc7849@lionstate.edu,18,72762,2269445581,F,Springdale,Arkansas,c0hgfkxn,185 E. Trenton Street ,CHEM,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,88.0,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,1.0,Closed book exam for 100 marks,73.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,65.0
Annabell Schuppe I,asc2462@lionstate.edu,21,50668,3294070947,F,Readlyn,Iowa,y6e4oxeo,7 Arch Court ,PHYS,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,73.0,CMPSC475,Applications Programming,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,71.0,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,67.0
Ashly McGlynn,amc6705@lionstate.edu,21,80516,5153130879,M,Erie,Colorado,mpx009eg,639 Princeton Rd. ,CMPEN,CHEM110,Environmental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,95.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,74.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,72.0
Augustine Bednar,abe7143@lionstate.edu,21,94950,6209112984,M,Olema,California,lx2hz60s,708 York Dr. ,ECON,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,97.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,72.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,84.0
Ardith Buckridge,abu4594@lionstate.edu,20,95231,5387489258,M,French Camp,California,p0itvgwk,9659 Rosewood Drive ,CSE,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,88.0,1.0,Closed book exam for 100 marks,68.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,85.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,1.0,Closed book exam for 100 marks,67.0
